as_of,prior_date,issuer,face_notional_usd,market_value_usd,price,price_change,ytc_pct,ytc_change_bp,treasury_yield_pct,treasury_change_bp,treasury_spread_bp,spread_change_bp,duration_to_call,spread_duration_proxy,dv01_usd_per_bp,cs01_usd_per_bp,systematic_credit_bp,liquidity_contribution_bp,idiosyncratic_credit_bp,displayed_volume,median_displayed_volume_20obs,volume_vs_20obs_median,spread_change_volatility_20obs_bp,liquidity_shock,rate_pnl_usd_long,systematic_credit_pnl_usd_long,liquidity_pnl_usd_long,idiosyncratic_credit_pnl_usd_long,factor_pnl_usd_long,clean_price_pnl_usd_long,pricing_residual_pnl_usd_long
2026-08-17,2026-08-14,CITI,10000000.0,9798700.0,97.987,0.01999999999999602,4.814891491048718,-0.7516900379932245,4.225236139630391,1.3935660506502856,58.96553514183278,-2.1452560886435137,2.3868392543960844,2.3868392543960844,2338.7921802050914,2338.7921802050914,1.108782742043068,-0.059507867613476685,-3.194530963073105,1500000.0,46500.0,32.25806451612903,3.3632029964399415,-0.4054651081081655,-3262.155427406449,-2595.515037182897,139.3001165736655,7477.97818003966,1759.6078320239803,1999.999999999602,240.39216797562176
2026-08-17,2026-08-14,JPM,10000000.0,9385315.0,93.85315,-0.0611899999999963,4.8607230060188655,2.371875682614366,4.260366187542779,1.0633127994523761,60.03568184760866,1.30856288316199,2.942090750259561,2.942090750259561,2761.2448449772314,2761.2448449772314,1.0766179025455385,0.11392922209396798,0.11801575852248354,135000.0,80000.0,1.6875,3.4949543319813494,-1.90954250488444,-2941.096748821056,-2977.8983329552652,-315.1253938341111,-326.42865192527285,-6560.549127535705,-6118.99999999963,441.5491275360755
